Region,Hour of year,Cumulative contrail warming
Brazzaville FIR,61.3594,105.8102
Brazzaville FIR,62.4942,105.8102
Brazzaville FIR,63.629,105.8102
Brazzaville FIR,64.7638,105.8102
Brazzaville FIR,65.8986,105.8102
Brazzaville FIR,67.0449,105.8102
Brazzaville FIR,68.1797,105.8102
Brazzaville FIR,69.3145,105.8102
Brazzaville FIR,70.4493,105.8102
Brazzaville FIR,71.5841,105.8102
Brazzaville FIR,72.7189,105.8102
Brazzaville FIR,73.8536,105.8102
Brazzaville FIR,75.0,105.8102
Brazzaville FIR,76.1348,105.8102
Brazzaville FIR,77.2696,105.8102
Brazzaville FIR,78.4044,105.8102
Brazzaville FIR,79.5391,105.8102
Brazzaville FIR,80.6739,105.8102
Brazzaville FIR,81.8087,105.8102
Brazzaville FIR,82.9435,105.8097
Brazzaville FIR,84.0899,105.8069
Brazzaville FIR,85.2246,105.7995
Brazzaville FIR,86.3594,105.7834
Brazzaville FIR,87.4942,105.7547
Brazzaville FIR,88.629,105.7099
Brazzaville FIR,89.7638,105.6437
Brazzaville FIR,90.8986,105.5493
Brazzaville FIR,92.0449,105.413
Brazzaville FIR,93.1797,105.2265
Brazzaville FIR,94.3145,104.9745
Brazzaville FIR,95.4493,104.6349
Brazzaville FIR,96.5841,104.1661
Brazzaville FIR,97.7189,103.5048
Brazzaville FIR,98.8536,102.4873
Brazzaville FIR,100.0,100.0
Mauritius FIR,0.0,0.7843
Mauritius FIR,1.1269,26.8113
Mauritius FIR,2.2653,41.0791
Mauritius FIR,3.4038,52.0175
Mauritius FIR,4.5423,60.9769
Mauritius FIR,5.6808,68.5368
Mauritius FIR,6.8076,75.0123
Mauritius FIR,7.9461,80.7659
Mauritius FIR,9.0846,85.8103
Mauritius FIR,10.223,90.1186
Mauritius FIR,11.3615,93.8142
Mauritius FIR,12.5,96.9786
Mauritius FIR,13.6269,99.7088
Mauritius FIR,14.7653,102.0567
Mauritius FIR,15.9038,104.0539
Mauritius FIR,17.0423,105.7939
Mauritius FIR,18.1808,107.2614
Mauritius FIR,19.3076,108.4481
Mauritius FIR,20.4461,109.4313
Mauritius FIR,21.5846,110.2064
Mauritius FIR,22.723,110.7855
Mauritius FIR,23.8615,111.2261
Mauritius FIR,25.0,111.544
Mauritius FIR,26.1269,111.7564
Mauritius FIR,27.2653,111.8878
Mauritius FIR,28.4038,111.9502
Mauritius FIR,29.5423,111.9725
Mauritius FIR,30.6808,111.9775
Mauritius FIR,31.8076,111.9778
Mauritius FIR,32.9461,111.9778
Mauritius FIR,34.0846,111.9778
Mauritius FIR,35.223,111.9778
Mauritius FIR,36.3615,111.9778
Mauritius FIR,37.5,111.9778
Mauritius FIR,38.6269,111.9778
Mauritius FIR,39.7653,111.9778
Mauritius FIR,40.9038,111.9778
Mauritius FIR,42.0423,111.9778
Mauritius FIR,43.1808,111.9778
Mauritius FIR,44.3076,111.9778
Mauritius FIR,45.4461,111.9778
Mauritius FIR,46.5846,111.9778
Mauritius FIR,47.723,111.9778
Mauritius FIR,48.8615,111.9778
Mauritius FIR,50.0,111.9778
Mauritius FIR,51.1269,111.9778
Mauritius FIR,52.2653,111.9778
Mauritius FIR,53.4038,111.9778
Mauritius FIR,54.5423,111.9778
Mauritius FIR,55.6808,111.9778
Mauritius FIR,56.8076,111.9778
Mauritius FIR,57.9461,111.9778
Mauritius FIR,59.0846,111.9778
Mauritius FIR,60.223,111.9778
Mauritius FIR,61.3615,111.9778
Mauritius FIR,62.5,111.9778
Mauritius FIR,63.6269,111.9778
Mauritius FIR,64.7653,111.9778
Mauritius FIR,65.9038,111.9778
Mauritius FIR,67.0423,111.9778
Mauritius FIR,68.1808,111.9778
Mauritius FIR,69.3076,111.9778
Mauritius FIR,70.4461,111.9778
Mauritius FIR,71.5846,111.9778
Mauritius FIR,72.723,111.9778
Mauritius FIR,73.8615,111.9778
Mauritius FIR,75.0,111.9778
Mauritius FIR,76.1269,111.9778
Mauritius FIR,77.2653,111.9778
Mauritius FIR,78.4038,111.9778
Mauritius FIR,79.5423,111.9778
Mauritius FIR,80.6808,111.9778
Mauritius FIR,81.8076,111.9778
Mauritius FIR,82.9461,111.9778
Mauritius FIR,84.0846,111.9778
Mauritius FIR,85.223,111.9778
Mauritius FIR,86.3615,111.9778
Mauritius FIR,87.5,111.9778
Mauritius FIR,88.6269,111.9778
Mauritius FIR,89.7653,111.9778
Mauritius FIR,90.9038,111.9775
Mauritius FIR,92.0423,111.971
Mauritius FIR,93.1808,111.9304
Mauritius FIR,94.3076,111.7994
Mauritius FIR,95.4461,111.4442
Mauritius FIR,96.5846,110.7397
Mauritius FIR,97.723,109.424
Mauritius FIR,98.8615,106.8197
Mauritius FIR,100.0,100.0
Lusaka FIR,0.0,1.0702
Lusaka FIR,1.1425,40.9765
Lusaka FIR,2.2968,61.3986
Lusaka FIR,3.4393,74.9396
Lusaka FIR,4.5936,85.1131
Lusaka FIR,5.7362,92.8935
Lusaka FIR,6.8905,98.9785
Lusaka FIR,8.0448,103.6505
Lusaka FIR,9.1873,107.2195
Lusaka FIR,10.3416,110.0594
Lusaka FIR,11.4841,112.2965
Lusaka FIR,12.6384,114.0428
Lusaka FIR,13.7927,115.3847
Lusaka FIR,14.9352,116.397
Lusaka FIR,16.0895,117.1587
Lusaka FIR,17.232,117.6831
Lusaka FIR,18.3863,118.0348
Lusaka FIR,19.5289,118.2364
Lusaka FIR,20.6832,118.3475
Lusaka FIR,21.8375,118.3943
Lusaka FIR,22.98,118.4074
Lusaka FIR,24.1343,118.4089
Lusaka FIR,25.2768,118.4089
Lusaka FIR,26.4311,118.4089
Lusaka FIR,27.5854,118.4089
Lusaka FIR,28.7279,118.4089
Lusaka FIR,29.8822,118.4089
Lusaka FIR,31.0247,118.4089
Lusaka FIR,32.179,118.4089
Lusaka FIR,33.3333,118.4089
Lusaka FIR,34.4759,118.4089
Lusaka FIR,35.6302,118.4089
Lusaka FIR,36.7727,118.4089
Lusaka FIR,37.927,118.4089
Lusaka FIR,39.0695,118.4089
Lusaka FIR,40.2238,118.4089
Lusaka FIR,41.3781,118.4089
Lusaka FIR,42.5206,118.4089
Lusaka FIR,43.6749,118.4089
Lusaka FIR,44.8174,118.4089
Lusaka FIR,45.9717,118.4089
Lusaka FIR,47.126,118.4089
Lusaka FIR,48.2686,118.4089
Lusaka FIR,49.4229,118.4089
Lusaka FIR,50.5654,118.4089
Lusaka FIR,51.7197,118.4089
Lusaka FIR,52.8622,118.4089
Lusaka FIR,54.0165,118.4089
Lusaka FIR,55.1708,118.4089
Lusaka FIR,56.3133,118.4089
Lusaka FIR,57.4676,118.4089
Lusaka FIR,58.6101,118.4089
Lusaka FIR,59.7644,118.4089
Lusaka FIR,60.9187,118.4089
Lusaka FIR,62.0612,118.4089
Lusaka FIR,63.2155,118.4089
Lusaka FIR,64.3581,118.4089
Lusaka FIR,65.5124,118.4089
Lusaka FIR,66.6667,118.4089
Lusaka FIR,67.8092,118.4089
Lusaka FIR,68.9635,118.4089
Lusaka FIR,70.106,118.4089
Lusaka FIR,71.2603,118.4089
Lusaka FIR,72.4028,118.4089
Lusaka FIR,73.5571,118.4089
Lusaka FIR,74.7114,118.4089
Lusaka FIR,75.8539,118.4089
Lusaka FIR,77.0082,118.4089
Lusaka FIR,78.1508,118.4089
Lusaka FIR,79.3051,118.4089
Lusaka FIR,80.4594,118.4089
Lusaka FIR,81.6019,118.4089
Lusaka FIR,82.7562,118.4089
Lusaka FIR,83.8987,118.4089
Lusaka FIR,85.053,118.4089
Lusaka FIR,86.1955,118.4089
Lusaka FIR,87.3498,118.4089
Lusaka FIR,88.5041,118.4089
Lusaka FIR,89.6466,118.4089
Lusaka FIR,90.8009,118.4072
Lusaka FIR,91.9435,118.3843
Lusaka FIR,93.0978,118.3003
Lusaka FIR,94.2521,118.0799
Lusaka FIR,95.3946,117.6534
Lusaka FIR,96.5489,116.7455
Lusaka FIR,97.6914,114.91
Lusaka FIR,98.8457,111.207
Lusaka FIR,100.0,100.0
Antananarivo FIR,0.0,3.0581
Antananarivo FIR,1.1286,53.5347
Antananarivo FIR,2.2688,80.7649
Antananarivo FIR,3.409,99.3708
Antananarivo FIR,4.5375,112.7374
Antananarivo FIR,5.6777,123.0259
Antananarivo FIR,6.8179,131.1735
Antananarivo FIR,7.9465,137.2325
Antananarivo FIR,9.0867,141.8649
Antananarivo FIR,10.2269,145.4244
Antananarivo FIR,11.3554,148.0068
Antananarivo FIR,12.4956,149.8532
Antananarivo FIR,13.6358,151.1069
Antananarivo FIR,14.7644,151.8847
Antananarivo FIR,15.9046,152.3657
Antananarivo FIR,17.0448,152.623
Antananarivo FIR,18.1734,152.7207
Antananarivo FIR,19.3136,152.7368
Antananarivo FIR,20.4538,152.7368
Antananarivo FIR,21.5823,152.7368
Antananarivo FIR,22.7225,152.7368
Antananarivo FIR,23.8627,152.7368
Antananarivo FIR,24.9913,152.7368
Antananarivo FIR,26.1315,152.7368
Antananarivo FIR,27.2717,152.7368
Antananarivo FIR,28.4002,152.7368
Antananarivo FIR,29.5404,152.7368
Antananarivo FIR,30.6806,152.7368
Antananarivo FIR,31.8092,152.7368
Antananarivo FIR,32.9494,152.7368
Antananarivo FIR,34.0896,152.7368
Antananarivo FIR,35.2182,152.7368
Antananarivo FIR,36.3583,152.7368
Antananarivo FIR,37.4985,152.7368
Antananarivo FIR,38.6271,152.7368
Antananarivo FIR,39.7673,152.7368
Antananarivo FIR,40.9075,152.7368
Antananarivo FIR,42.0361,152.7368
Antananarivo FIR,43.1763,152.7368
Antananarivo FIR,44.3165,152.7368
Antananarivo FIR,45.445,152.7368
Antananarivo FIR,46.5852,152.7368
Antananarivo FIR,47.7254,152.7368
Antananarivo FIR,48.854,152.7368
Antananarivo FIR,49.9942,152.7368
Antananarivo FIR,51.1344,152.7368
Antananarivo FIR,52.2629,152.7368
Antananarivo FIR,53.4031,152.7368
Antananarivo FIR,54.5433,152.7368
Antananarivo FIR,55.6719,152.7368
Antananarivo FIR,56.8121,152.7368
Antananarivo FIR,57.9523,152.7368
Antananarivo FIR,59.0809,152.7368
Antananarivo FIR,60.2211,152.7368
Antananarivo FIR,61.3613,152.7368
Antananarivo FIR,62.4898,152.7368
Antananarivo FIR,63.63,152.7368
Antananarivo FIR,64.7702,152.7368
Antananarivo FIR,65.8988,152.7368
Antananarivo FIR,67.039,152.7368
Antananarivo FIR,68.1792,152.7368
Antananarivo FIR,69.3077,152.7368
Antananarivo FIR,70.4479,152.7368
Antananarivo FIR,71.5881,152.7368
Antananarivo FIR,72.7167,152.7368
Antananarivo FIR,73.8569,152.7368
Antananarivo FIR,74.9971,152.7368
Antananarivo FIR,76.1257,152.7368
Antananarivo FIR,77.2659,152.7368
Antananarivo FIR,78.4061,152.7368
Antananarivo FIR,79.5346,152.7368
Antananarivo FIR,80.6748,152.7368
Antananarivo FIR,81.815,152.7368
Antananarivo FIR,82.9436,152.7368
Antananarivo FIR,84.0838,152.7368
Antananarivo FIR,85.224,152.7368
Antananarivo FIR,86.3525,152.7368
Antananarivo FIR,87.4927,152.7368
Antananarivo FIR,88.6329,152.7368
Antananarivo FIR,89.7615,152.7338
Antananarivo FIR,90.9017,152.6968
Antananarivo FIR,92.0419,152.5526
Antananarivo FIR,93.1704,152.1623
Antananarivo FIR,94.3106,151.3059
Antananarivo FIR,95.4508,149.6308
Antananarivo FIR,96.5794,146.5133
Antananarivo FIR,97.7196,140.7874
Antananarivo FIR,98.8598,130.15
Antananarivo FIR,100.0,100.0
Luanda FIR,0.0,0.4579
Luanda FIR,1.1349,18.7399
Luanda FIR,2.2698,30.1097
Luanda FIR,3.4047,39.2786
Luanda FIR,4.5397,47.0446
Luanda FIR,5.6746,53.8033
Luanda FIR,6.8095,59.7906
Luanda FIR,7.9444,65.1446
Luanda FIR,9.0909,70.0373
Luanda FIR,10.2258,74.4027
Luanda FIR,11.3607,78.3403
Luanda FIR,12.4957,81.852
Luanda FIR,13.6306,84.9692
Luanda FIR,14.7655,87.7782
Luanda FIR,15.9004,90.3042
Luanda FIR,17.0353,92.5496
Luanda FIR,18.1818,94.5764
Luanda FIR,19.3167,96.3829
Luanda FIR,20.4517,97.9874
Luanda FIR,21.5866,99.4102
Luanda FIR,22.7215,100.6572
Luanda FIR,23.8564,101.7597
Luanda FIR,24.9913,102.7282
Luanda FIR,26.1262,103.5699
Luanda FIR,27.2727,104.2844
Luanda FIR,28.4076,104.8736
Luanda FIR,29.5426,105.3614
Luanda FIR,30.6775,105.7615
Luanda FIR,31.8124,106.0828
Luanda FIR,32.9473,106.344
Luanda FIR,34.0822,106.5576
Luanda FIR,35.2171,106.719
Luanda FIR,36.3636,106.8368
Luanda FIR,37.4986,106.9224
Luanda FIR,38.6335,106.979
Luanda FIR,39.7684,107.0138
Luanda FIR,40.9033,107.0327
Luanda FIR,42.0382,107.0425
Luanda FIR,43.1731,107.0448
Luanda FIR,44.308,107.045
Luanda FIR,45.4545,107.045
Luanda FIR,46.5895,107.045
Luanda FIR,47.7244,107.045
Luanda FIR,48.8593,107.045
Luanda FIR,49.9942,107.045
Luanda FIR,51.1291,107.045
Luanda FIR,52.264,107.045
Luanda FIR,53.399,107.045
Luanda FIR,54.5455,107.045
Luanda FIR,55.6804,107.045
Luanda FIR,56.8153,107.045
Luanda FIR,57.9502,107.045
Luanda FIR,59.0851,107.045
Luanda FIR,60.22,107.045
Luanda FIR,61.355,107.045
Luanda FIR,62.4899,107.045
Luanda FIR,63.6364,107.045
Luanda FIR,64.7713,107.045
Luanda FIR,65.9062,107.045
Luanda FIR,67.0411,107.045
Luanda FIR,68.176,107.045
Luanda FIR,69.3109,107.045
Luanda FIR,70.4459,107.045
Luanda FIR,71.5808,107.045
Luanda FIR,72.7273,107.045
Luanda FIR,73.8622,107.045
Luanda FIR,74.9971,107.045
Luanda FIR,76.132,107.045
Luanda FIR,77.2669,107.045
Luanda FIR,78.4019,107.045
Luanda FIR,79.5368,107.045
Luanda FIR,80.6717,107.045
Luanda FIR,81.8182,107.045
Luanda FIR,82.9531,107.045
Luanda FIR,84.088,107.045
Luanda FIR,85.2229,107.045
Luanda FIR,86.3578,107.0449
Luanda FIR,87.4928,107.0437
Luanda FIR,88.6277,107.0357
Luanda FIR,89.7626,107.0122
Luanda FIR,90.9091,106.9573
Luanda FIR,92.044,106.8554
Luanda FIR,93.1789,106.6842
Luanda FIR,94.3138,106.4187
Luanda FIR,95.4488,106.0304
Luanda FIR,96.5837,105.4681
Luanda FIR,97.7186,104.5736
Luanda FIR,98.8535,103.0788
Luanda FIR,100.0,100.0
Beira FIR,0.0,1.8426
Beira FIR,1.127,51.3114
Beira FIR,2.2656,73.4061
Beira FIR,3.4042,88.1765
Beira FIR,4.5428,98.8472
Beira FIR,5.6814,106.9017
Beira FIR,6.8084,113.0123
Beira FIR,7.947,117.8923
Beira FIR,9.0856,121.6292
Beira FIR,10.2242,124.281
Beira FIR,11.3628,126.185
Beira FIR,12.4898,127.5466
Beira FIR,13.6284,128.5236
Beira FIR,14.7671,129.2065
Beira FIR,15.9057,129.6483
Beira FIR,17.0443,129.9069
Beira FIR,18.1713,130.0394
Beira FIR,19.3099,130.0932
Beira FIR,20.4485,130.1072
Beira FIR,21.5871,130.1077
Beira FIR,22.7257,130.1077
Beira FIR,23.8527,130.1077
Beira FIR,24.9913,130.1077
Beira FIR,26.1299,130.1077
Beira FIR,27.2685,130.1077
Beira FIR,28.4071,130.1077
Beira FIR,29.5341,130.1077
Beira FIR,30.6727,130.1077
Beira FIR,31.8113,130.1077
Beira FIR,32.9499,130.1077
Beira FIR,34.0885,130.1077
Beira FIR,35.2271,130.1077
Beira FIR,36.3541,130.1077
Beira FIR,37.4927,130.1077
Beira FIR,38.6313,130.1077
Beira FIR,39.77,130.1077
Beira FIR,40.9086,130.1077
Beira FIR,42.0356,130.1077
Beira FIR,43.1742,130.1077
Beira FIR,44.3128,130.1077
Beira FIR,45.4514,130.1077
Beira FIR,46.59,130.1077
Beira FIR,47.717,130.1077
Beira FIR,48.8556,130.1077
Beira FIR,49.9942,130.1077
Beira FIR,51.1328,130.1077
Beira FIR,52.2714,130.1077
Beira FIR,53.3984,130.1077
Beira FIR,54.537,130.1077
Beira FIR,55.6756,130.1077
Beira FIR,56.8142,130.1077
Beira FIR,57.9528,130.1077
Beira FIR,59.0798,130.1077
Beira FIR,60.2184,130.1077
Beira FIR,61.357,130.1077
Beira FIR,62.4956,130.1077
Beira FIR,63.6343,130.1077
Beira FIR,64.7612,130.1077
Beira FIR,65.8998,130.1077
Beira FIR,67.0385,130.1077
Beira FIR,68.1771,130.1077
Beira FIR,69.3157,130.1077
Beira FIR,70.4543,130.1077
Beira FIR,71.5813,130.1077
Beira FIR,72.7199,130.1077
Beira FIR,73.8585,130.1077
Beira FIR,74.9971,130.1077
Beira FIR,76.1357,130.1077
Beira FIR,77.2627,130.1077
Beira FIR,78.4013,130.1077
Beira FIR,79.5399,130.1077
Beira FIR,80.6785,130.1077
Beira FIR,81.8171,130.1077
Beira FIR,82.9441,130.1077
Beira FIR,84.0827,130.1077
Beira FIR,85.2213,130.1077
Beira FIR,86.3599,130.1077
Beira FIR,87.4985,130.1077
Beira FIR,88.6255,130.1077
Beira FIR,89.7641,130.1077
Beira FIR,90.9028,130.1077
Beira FIR,92.0414,130.1004
Beira FIR,93.18,129.9932
Beira FIR,94.307,129.5961
Beira FIR,95.4456,128.6209
Beira FIR,96.5842,126.7181
Beira FIR,97.7228,123.2788
Beira FIR,98.8614,116.5778
Beira FIR,100.0,100.0
Seychelles FIR,0.0,0.5973
Seychelles FIR,1.1252,29.0077
Seychelles FIR,2.2619,44.5928
Seychelles FIR,3.3987,56.3114
Seychelles FIR,4.5354,65.2537
Seychelles FIR,5.6722,72.5158
Seychelles FIR,6.809,78.7339
Seychelles FIR,7.9457,83.9971
Seychelles FIR,9.0825,88.5812
Seychelles FIR,10.2192,92.5092
Seychelles FIR,11.356,95.916
Seychelles FIR,12.4928,98.8225
Seychelles FIR,13.6295,101.3814
Seychelles FIR,14.7663,103.6306
Seychelles FIR,15.903,105.5961
Seychelles FIR,17.0398,107.279
Seychelles FIR,18.1765,108.7301
Seychelles FIR,19.3133,109.9723
Seychelles FIR,20.4501,111.0349
Seychelles FIR,21.5868,111.9378
Seychelles FIR,22.7236,112.705
Seychelles FIR,23.8603,113.3441
Seychelles FIR,24.9971,113.8663
Seychelles FIR,26.1339,114.2954
Seychelles FIR,27.2706,114.6353
Seychelles FIR,28.4074,114.902
Seychelles FIR,29.5441,115.1063
Seychelles FIR,30.6809,115.2583
Seychelles FIR,31.8177,115.3635
Seychelles FIR,32.9544,115.4368
Seychelles FIR,34.0796,115.4826
Seychelles FIR,35.2163,115.508
Seychelles FIR,36.3531,115.5202
Seychelles FIR,37.4899,115.5244
Seychelles FIR,38.6266,115.5249
Seychelles FIR,39.7634,115.5249
Seychelles FIR,40.9001,115.5249
Seychelles FIR,42.0369,115.5249
Seychelles FIR,43.1736,115.5249
Seychelles FIR,44.3104,115.5249
Seychelles FIR,45.4472,115.5249
Seychelles FIR,46.5839,115.5249
Seychelles FIR,47.7207,115.5249
Seychelles FIR,48.8574,115.5249
Seychelles FIR,49.9942,115.5249
Seychelles FIR,51.131,115.5249
Seychelles FIR,52.2677,115.5249
Seychelles FIR,53.4045,115.5249
Seychelles FIR,54.5412,115.5249
Seychelles FIR,55.678,115.5249
Seychelles FIR,56.8148,115.5249
Seychelles FIR,57.9515,115.5249
Seychelles FIR,59.0883,115.5249
Seychelles FIR,60.225,115.5249
Seychelles FIR,61.3618,115.5249
Seychelles FIR,62.4986,115.5249
Seychelles FIR,63.6353,115.5249
Seychelles FIR,64.7721,115.5249
Seychelles FIR,65.9088,115.5249
Seychelles FIR,67.034,115.5249
Seychelles FIR,68.1707,115.5249
Seychelles FIR,69.3075,115.5249
Seychelles FIR,70.4443,115.5249
Seychelles FIR,71.581,115.5249
Seychelles FIR,72.7178,115.5249
Seychelles FIR,73.8545,115.5249
Seychelles FIR,74.9913,115.5249
Seychelles FIR,76.1281,115.5249
Seychelles FIR,77.2648,115.5249
Seychelles FIR,78.4016,115.5249
Seychelles FIR,79.5383,115.5249
Seychelles FIR,80.6751,115.5249
Seychelles FIR,81.8119,115.5246
Seychelles FIR,82.9486,115.522
Seychelles FIR,84.0854,115.5119
Seychelles FIR,85.2221,115.4851
Seychelles FIR,86.3589,115.4303
Seychelles FIR,87.4957,115.3236
Seychelles FIR,88.6324,115.1452
Seychelles FIR,89.7692,114.8901
Seychelles FIR,90.9059,114.5338
Seychelles FIR,92.0427,114.0518
Seychelles FIR,93.1794,113.3889
Seychelles FIR,94.3162,112.5001
Seychelles FIR,95.453,111.3315
Seychelles FIR,96.5897,109.8171
Seychelles FIR,97.7265,107.8008
Seychelles FIR,98.8632,105.1189
Seychelles FIR,100.0,100.0
N'Djamena FIR,0.0,0.6983
N'Djamena FIR,1.1362,27.3284
N'Djamena FIR,2.2725,41.6247
N'Djamena FIR,3.4087,52.356
N'Djamena FIR,4.5449,60.6812
N'Djamena FIR,5.6812,67.2615
N'Djamena FIR,6.8174,72.661
N'Djamena FIR,7.9536,77.057
N'Djamena FIR,9.0899,80.6899
N'Djamena FIR,10.2261,83.7583
N'Djamena FIR,11.3623,86.4024
N'Djamena FIR,12.4986,88.666
N'Djamena FIR,13.6348,90.6145
N'Djamena FIR,14.771,92.3275
N'Djamena FIR,15.9072,93.812
N'Djamena FIR,17.0435,95.1016
N'Djamena FIR,18.1797,96.2164
N'Djamena FIR,19.3159,97.1815
N'Djamena FIR,20.4522,98.0094
N'Djamena FIR,21.5884,98.7358
N'Djamena FIR,22.7246,99.37
N'Djamena FIR,23.8609,99.9155
N'Djamena FIR,24.9971,100.3861
N'Djamena FIR,26.1333,100.7836
N'Djamena FIR,27.2696,101.1127
N'Djamena FIR,28.4058,101.3887
N'Djamena FIR,29.542,101.6169
N'Djamena FIR,30.6783,101.8023
N'Djamena FIR,31.8145,101.9473
N'Djamena FIR,32.9507,102.062
N'Djamena FIR,34.087,102.1516
N'Djamena FIR,35.2232,102.2209
N'Djamena FIR,36.3594,102.2722
N'Djamena FIR,37.4957,102.3088
N'Djamena FIR,38.6319,102.3333
N'Djamena FIR,39.7681,102.3493
N'Djamena FIR,40.9043,102.358
N'Djamena FIR,42.0406,102.3626
N'Djamena FIR,43.1768,102.3641
N'Djamena FIR,44.313,102.3644
N'Djamena FIR,45.4493,102.3644
N'Djamena FIR,46.5855,102.3644
N'Djamena FIR,47.7217,102.3644
N'Djamena FIR,48.858,102.3644
N'Djamena FIR,49.9942,102.3644
N'Djamena FIR,51.1304,102.3644
N'Djamena FIR,52.2667,102.3644
N'Djamena FIR,53.4029,102.3644
N'Djamena FIR,54.5391,102.3644
N'Djamena FIR,55.6754,102.3644
N'Djamena FIR,56.8116,102.3644
N'Djamena FIR,57.9478,102.3644
N'Djamena FIR,59.0841,102.3644
N'Djamena FIR,60.2203,102.3644
N'Djamena FIR,61.3565,102.3644
N'Djamena FIR,62.4928,102.3644
N'Djamena FIR,63.629,102.3644
N'Djamena FIR,64.7652,102.3644
N'Djamena FIR,65.9014,102.3644
N'Djamena FIR,67.0377,102.3644
N'Djamena FIR,68.1739,102.3644
N'Djamena FIR,69.3101,102.3644
N'Djamena FIR,70.4464,102.3644
N'Djamena FIR,71.5826,102.3644
N'Djamena FIR,72.7188,102.3644
N'Djamena FIR,73.8551,102.3644
N'Djamena FIR,74.9913,102.3644
N'Djamena FIR,76.1275,102.3644
N'Djamena FIR,77.2638,102.3644
N'Djamena FIR,78.4,102.3644
N'Djamena FIR,79.5362,102.3644
N'Djamena FIR,80.6725,102.3644
N'Djamena FIR,81.8087,102.3644
N'Djamena FIR,82.9449,102.3644
N'Djamena FIR,84.0812,102.3644
N'Djamena FIR,85.2174,102.3644
N'Djamena FIR,86.3536,102.3644
N'Djamena FIR,87.4899,102.3644
N'Djamena FIR,88.6261,102.3644
N'Djamena FIR,89.7623,102.3644
N'Djamena FIR,90.8986,102.3644
N'Djamena FIR,92.0348,102.3644
N'Djamena FIR,93.171,102.364
N'Djamena FIR,94.3072,102.3602
N'Djamena FIR,95.4435,102.3433
N'Djamena FIR,96.5797,102.2839
N'Djamena FIR,97.7159,102.1029
N'Djamena FIR,98.8522,101.649
N'Djamena FIR,100.0,100.0
Harare FIR,0.0,2.2478
Harare FIR,1.1413,60.3071
Harare FIR,2.2944,82.2049
Harare FIR,3.4475,94.659
Harare FIR,4.5888,102.6185
Harare FIR,5.7419,108.0701
Harare FIR,6.8949,111.5647
Harare FIR,8.0362,113.5809
Harare FIR,9.1893,114.7697
Harare FIR,10.3424,115.4183
Harare FIR,11.4837,115.7373
Harare FIR,12.6368,115.8585
Harare FIR,13.7899,115.8818
Harare FIR,14.9312,115.8821
Harare FIR,16.0842,115.8821
Harare FIR,17.2373,115.8821
Harare FIR,18.3904,115.8821
Harare FIR,19.5317,115.8821
Harare FIR,20.6848,115.8821
Harare FIR,21.8379,115.8821
Harare FIR,22.9792,115.8821
Harare FIR,24.1323,115.8821
Harare FIR,25.2853,115.8821
Harare FIR,26.4266,115.8821
Harare FIR,27.5797,115.8821
Harare FIR,28.7328,115.8821
Harare FIR,29.8741,115.8821
Harare FIR,31.0272,115.8821
Harare FIR,32.1803,115.8821
Harare FIR,33.3333,115.8821
Harare FIR,34.4746,115.8821
Harare FIR,35.6277,115.8821
Harare FIR,36.7808,115.8821
Harare FIR,37.9221,115.8821
Harare FIR,39.0752,115.8821
Harare FIR,40.2283,115.8821
Harare FIR,41.3696,115.8821
Harare FIR,42.5226,115.8821
Harare FIR,43.6757,115.8821
Harare FIR,44.817,115.8821
Harare FIR,45.9701,115.8821
Harare FIR,47.1232,115.8821
Harare FIR,48.2645,115.8821
Harare FIR,49.4176,115.8821
Harare FIR,50.5707,115.8821
Harare FIR,51.7237,115.8821
Harare FIR,52.865,115.8821
Harare FIR,54.0181,115.8821
Harare FIR,55.1712,115.8821
Harare FIR,56.3125,115.8821
Harare FIR,57.4656,115.8821
Harare FIR,58.6187,115.8821
Harare FIR,59.76,115.8821
Harare FIR,60.913,115.8821
Harare FIR,62.0661,115.8821
Harare FIR,63.2074,115.8821
Harare FIR,64.3605,115.8821
Harare FIR,65.5136,115.8821
Harare FIR,66.6667,115.8821
Harare FIR,67.808,115.8821
Harare FIR,68.9611,115.8821
Harare FIR,70.1141,115.8821
Harare FIR,71.2554,115.8821
Harare FIR,72.4085,115.8821
Harare FIR,73.5616,115.8821
Harare FIR,74.7029,115.8821
Harare FIR,75.856,115.8821
Harare FIR,77.0091,115.8821
Harare FIR,78.1504,115.8821
Harare FIR,79.3034,115.8821
Harare FIR,80.4565,115.8821
Harare FIR,81.5978,115.8821
Harare FIR,82.7509,115.8821
Harare FIR,83.904,115.8821
Harare FIR,85.0571,115.8821
Harare FIR,86.1984,115.8821
Harare FIR,87.3515,115.8821
Harare FIR,88.5045,115.8821
Harare FIR,89.6458,115.8821
Harare FIR,90.7989,115.8821
Harare FIR,91.952,115.8821
Harare FIR,93.0933,115.8821
Harare FIR,94.2464,115.8821
Harare FIR,95.3995,115.8821
Harare FIR,96.5408,115.8697
Harare FIR,97.6938,115.5927
Harare FIR,98.8469,113.7798
Harare FIR,100.0,100.0
Lilongwe FIR,0.0,1.7604
Lilongwe FIR,1.1873,65.1776
Lilongwe FIR,2.3746,95.5462
Lilongwe FIR,3.5619,115.6528
Lilongwe FIR,4.7613,130.1186
Lilongwe FIR,5.9486,140.4007
Lilongwe FIR,7.1359,147.9349
Lilongwe FIR,8.3232,153.2275
Lilongwe FIR,9.5227,157.0519
Lilongwe FIR,10.71,159.6183
Lilongwe FIR,11.8973,161.2146
