region,hour,total_flight_dist,contrail_ef_initial_loc,contrail_ef_overlap_initial_loc,new_contrail_length,total_contrail_length,tau_contrail_area,mean_contrail_age,contrail_ef,contrail_ef_sw,contrail_ef_lw,contrail_ef_overlap,contrail_ef_sw_overlap,contrail_ef_lw_overlap,Eurocontrol FIR,type
Accra FIR,100718,864184200000.0,8.1272145e+18,6.176444435349252e+17,35924374000.0,125323760000.0,122563430000000.0,1306326.5122178968,8.506582e+18,-1.1862061e+19,2.037289e+19,6.519271182816306e+17,-1.1539323e+19,1.9683314e+19,False,FIR
Addis Abeba FIR,99360,61584630000.0,6.4274076e+17,6.392075028633487e+17,2017879200.0,5317766700.0,5023205000000.0,698233.5227283738,6.218175e+17,-3.195481e+17,9.4366094e+17,6.18125909342925e+17,-3.1821014e+17,9.38613e+17,False,FIR
Africa & Middle East,100740,5389033700000.0,3.9200805e+19,3.0927128440218485e+19,171758520000.0,530440950000.0,459137640000000.0,49864612.41855137,3.8289965e+19,-4.972517e+19,8.807131e+19,2.981622095405885e+19,-4.784883e+19,8.5210805e+19,,RECT
Aktobe FIR,99360,99778100000.0,6.062101e+18,5.966973242047445e+18,13049672000.0,75230610000.0,67053986000000.0,16162840.956104634,7.0808527e+18,-5.737653e+18,1.279209e+19,6.931107334257483e+18,-5.4812403e+18,1.2387696e+19,False,FIR
Alaska FIR,99360,396543330000.0,1.0251621e+19,1.0083626896815458e+19,38750840000.0,139808570000.0,141521320000000.0,24274163.045530785,9.751237e+18,-1.1272007e+19,2.104079e+19,9.595642839598903e+18,-1.1069801e+19,2.0682904e+19,False,FIR
Albuquerque FIR,99360,853909900000.0,4.2906058e+18,3.825943352585798e+18,34012980000.0,70680870000.0,58293775000000.0,4949677.868268083,3.2648362e+18,-7.3857956e+18,1.0669938e+19,2.9798542758275297e+18,-7.0331927e+18,1.0030805e+19,False,FIR
Alger FIR,99360,158845490000.0,1.0521671e+18,1.0391321035012461e+18,4736383500.0,14266833000.0,10955908000000.0,1906900.453998015,1.1254504e+18,-1.1986087e+18,2.3247574e+18,1.1083937194160952e+18,-1.1599176e+18,2.269152e+18,False,FIR
Almaty FIR,99360,52085023000.0,2.0611163e+18,2.0391549432765048e+18,6300247600.0,31087610000.0,29366981000000.0,6539108.434515851,2.6963128e+18,-2.4643788e+18,5.156656e+18,2.665393535077784e+18,-2.4077697e+18,5.069219e+18,False,FIR
Amazonica FIR,99360,187020750000.0,4.007655e+18,3.983569097631363e+18,11577765000.0,42929332000.0,45651606000000.0,7274498.533945672,3.9189596e+18,-2.7446218e+18,6.673193e+18,3.895381661380337e+18,-2.7374516e+18,6.642363e+18,False,FIR
Amman FIR,99360,20096776000.0,3.1215167e+16,3.073246256290099e+16,105928590.0,378639230.0,397382320000.0,44624.90309178131,3.231869e+16,-2.556853e+16,5.8028706e+16,3.1887823011036696e+16,-2.525236e+16,5.728381e+16,False,FIR
Amsterdam FIR,99360,247273950000.0,6.621265e+18,5.54286650495523e+18,18074038000.0,58167220000.0,58589016000000.0,5741238.325715402,3.5295115e+18,-6.3233634e+18,9.901987e+18,3.0928286689952957e+18,-5.276075e+18,8.4106433e+18,True,FIR
Ankara FIR,99360,706591060000.0,7.414583e+18,7.166968206965676e+18,30852220000.0,102998204000.0,93783530000000.0,10778796.673679668,6.76609e+18,-1.1087148e+19,1.7865994e+19,6.471744867144648e+18,-9.920523e+18,1.6405764e+19,True,FIR
Antananarivo FIR,98566,24989207000.0,1.0780617e+17,1.0680698193688194e+17,770406140.0,3221174500.0,2843398600000.0,581574.69440944,1.1836004e+17,-3.2195704e+17,4.4044154e+17,1.173278789923115e+17,-3.215455e+17,4.389947e+17,False,FIR
Antofagasta FIR,99360,81570914000.0,2.870002e+17,2.8493044463155075e+17,1491541800.0,3676010200.0,2717493200000.0,451648.4591473658,3.3566626e+17,-3.1772636e+17,6.535544e+17,3.333372177320025e+17,-3.165698e+17,6.5006185e+17,False,FIR
Arctic,99359,358984450000.0,9.261509e+18,9.17811616821986e+18,25542576000.0,132937940000.0,123296410000000.0,37954779.910038754,1.1410625e+19,-6.791839e+18,1.8184893e+19,1.1286592569097622e+19,-6.736967e+18,1.8006558e+19,,RECT
Arkhangelsk FIR,99127,30833340000.0,1.473244e+18,1.4546495600507172e+18,2867961000.0,20377696000.0,19885418000000.0,6168076.440679072,2.0803759e+18,-6.581897e+17,2.7354753e+18,2.0337830924095462e+18,-6.4236644e+17,2.673418e+18,False,FIR
Ashgabat FIR,99138,19898749000.0,2.2562865e+17,2.2444365085428662e+17,785611500.0,2534349600.0,2070428900000.0,373789.1332803951,1.9276736e+17,-1.7957418e+17,3.7286044e+17,1.9258973985254864e+17,-1.752599e+17,3.683703e+17,False,FIR
Asmara FIR,85648,7551281000.0,2.9778415e+16,2.9634726883914076e+16,108000950.0,235183300.0,195106030000.0,28914.244746785713,2.7545674e+16,-2.3205659e+16,5.087061e+16,2.741437339340562e+16,-2.3083025e+16,5.0615532e+16,False,FIR
Asuncion FIR/UIR,99241,13054360000.0,8.872831e+16,8.827462489713651e+16,320298200.0,1389461600.0,1181174200000.0,227309.48037823633,1.035612e+17,-1.0162101e+17,2.0492878e+17,1.0305726144572733e+17,-1.0137845e+17,2.0418122e+17,False,FIR
Athinai FIR,99360,438136600000.0,3.8250292e+18,3.547718785874367e+18,14159776000.0,35036586000.0,28729187000000.0,3034346.009997979,2.1904549e+18,-3.5720722e+18,5.779751e+18,2.0769781390501906e+18,-3.3365354e+18,5.4298255e+18,True,FIR
Atlanta FIR,99360,830204300000.0,5.4785124e+18,4.830253993684495e+18,32828428000.0,82677785000.0,65505084000000.0,6506028.6082104,4.017253e+18,-6.414176e+18,1.0452811e+19,3.577862767914726e+18,-6.0658176e+18,9.663781e+18,False,FIR
Atlantico FIR,99257,78694850000.0,1.3913271e+18,1.3818456233121413e+18,3220316700.0,17529000000.0,15694131000000.0,3706787.508667696,1.7980927e+18,-1.1580568e+18,2.9525345e+18,1.7846892990141076e+18,-1.1516304e+18,2.932755e+18,False,FIR
Auckland Oceanic FIR,99360,98650735000.0,1.5791829e+18,1.56214835478825e+18,5372514000.0,22150347000.0,22013650000000.0,4293704.611132726,1.7891327e+18,-1.9837427e+18,3.7754832e+18,1.7660890235551355e+18,-1.9644965e+18,3.7332037e+18,False,FIR
Baghdad FIR,99360,222436560000.0,5.505903e+17,5.414839643467455e+17,3637588700.0,5770416000.0,4660704300000.0,467116.00749695185,3.4456808e+17,-3.726529e+17,7.211763e+17,3.40876049896132e+17,-3.6275005e+17,7.07528e+17,False,FIR
Bahrain FIR,99360,195113650000.0,2.1461197e+17,2.0645631599714934e+17,1670154000.0,1686650900.0,937879900000.0,90144.95202467011,6.6491815e+16,-1.0734468e+17,1.760586e+17,6.470670951841354e+16,-1.0527716e+17,1.720736e+17,False,FIR
Baku FIR,99360,53692230000.0,7.488654e+17,7.494255450417495e+17,2647081000.0,8952546000.0,8370084000000.0,1241890.5507737615,6.8464775e+17,-9.665851e+17,1.6516548e+18,6.836643991617256e+17,-9.061135e+17,1.5903464e+18,False,FIR
Bangkok FIR,99360,529885800000.0,3.0503952e+18,2.97383747438539e+18,10213064000.0,39627310000.0,44159084000000.0,5918868.830633334,3.0629293e+18,-3.894953e+18,6.9673655e+18,2.9823849910804024e+18,-3.8505727e+18,6.842396e+18,False,FIR
Barcelona FIR,99360,352458500000.0,1.5239245e+18,1.3614300185148887e+18,14827701000.0,42162850000.0,36977540000000.0,3767914.560179697,2.2341836e+18,-5.6800897e+18,7.893875e+18,2.0213603653293865e+18,-5.116541e+18,7.12135e+18,True,FIR
Barranquilla FIR,99360,81999266000.0,1.11848185e+18,1.1013316191449489e+18,3815416600.0,15381984000.0,16520001000000.0,2598531.2510191626,9.271016e+17,-1.6585284e+18,2.59082e+18,9.122711874945522e+17,-1.6513114e+18,2.5687192e+18,False,FIR
Beijing FIR,99360,430236430000.0,2.5297973e+18,2.3599120756130135e+18,16902522000.0,46853775000.0,54785480000000.0,4539096.554925252,1.890123e+18,-5.9836995e+18,7.8869635e+18,1.7648564373402964e+18,-5.721713e+18,7.499015e+18,False,FIR
Beira FIR,99337,19810769000.0,1.0798873e+17,1.0710225799746459e+17,587125440.0,2485987300.0,2410277000000.0,485711.82236805116,1.4221343e+17,-1.789782e+17,3.20834e+17,1.411496940200021e+17,-1.7851705e+17,3.1931055e+17,False,FIR
Beirut FIR,99190,8471266300.0,5291408000000000.0,5244928079031010.0,24998686.0,264148660.0,247625660000.0,44783.80343235008,1.6449685e+16,-3.8342264e+16,5.511045e+16,1.6224552425019596e+16,-3.7070198e+16,5.3590515e+16,False,FIR
Beograd FIR,99360,193641800000.0,4.2517697e+18,3.6677768529118054e+18,14489096000.0,41287655000.0,41201445000000.0,3302432.8186090984,3.0147042e+18,-4.727655e+18,7.7576944e+18,2.6395040974564224e+18,-4.1405175e+18,6.794003e+18,True,FIR
Bishkek FIR,98911,5473680400.0,1.4727984e+17,1.4647857458624986e+17,541787900.0,2198742000.0,2050427300000.0,380063.3988649176,1.6792527e+17,-1.4408174e+17,3.1192897e+17,1.6713448341805283e+17,-1.4141697e+17,3.0848e+17,False,FIR
Bodo Oceanic FIR,96076,11536726000.0,2.9223404e+17,2.895651267676992e+17,972271600.0,7214056000.0,6860504600000.0,2105550.9265952003,5.147821e+17,-4.613338e+17,9.740284e+17,5.114088227436438e+17,-4.5280538e+17,9.621483e+17,True,FIR
Bogota FIR,99360,173913200000.0,1.5210123e+18,1.508466652052211e+18,6598313500.0,24741863000.0,26706962000000.0,4205948.572064414,1.4543434e+18,-1.7416523e+18,3.2010832e+18,1.4420444238908803e+18,-1.7356888e+18,3.1827975e+18,False,FIR
Bordeaux FIR,99358,345627000000.0,6.673765e+18,5.49786837834652e+18,33927051000.0,98338890000.0,89005110000000.0,6370471.378723943,7.2023526e+18,-1.0743264e+19,1.7980206e+19,6.035539478732174e+18,-9.290583e+18,1.5354637e+19,True,FIR
Boston FIR,99360,525630080000.0,7.848538e+18,7.23977146870524e+18,27936877000.0,109001480000.0,133689690000000.0,12154345.432971476,8.207818e+18,-9.366434e+18,1.7581395e+19,7.318883433349187e+18,-8.770331e+18,1.6102732e+19,False,FIR
Brasilia FIR,99360,286160100000.0,1.9656764e+18,1.9401720809511567e+18,8837758000.0,25615276000.0,21641540000000.0,3332263.031444156,1.5975444e+18,-1.9753246e+18,3.581457e+18,1.578247176340797e+18,-1.9603508e+18,3.5470767e+18,False,FIR
Bratislava  FIR,99360,78484860000.0,2.3474598e+18,2.087082311459063e+18,8317795300.0,32045285000.0,33402202000000.0,3062945.5705771223,3.0116926e+18,-3.1330103e+18,6.1477263e+18,2.5612841146107694e+18,-2.7088003e+18,5.2738125e+18,True,FIR
Brazzaville FIR,99337,40487875000.0,1.971109e+18,1.9601101506144568e+18,4132756500.0,15844849000.0,17510673000000.0,2514906.615821854,1.8938989e+18,-1.01535356e+18,2.9132872e+18,1.8832909001087357e+18,-1.013499e+18,2.900791e+18,False,FIR
Bremen FIR,99360,312758140000.0,8.915566e+18,7.965408861939174e+18,26835034000.0,115848905000.0,117833740000000.0,13722782.973787846,1.0761571e+19,-9.78715e+18,2.0562706e+19,9.194844570248276e+18,-8.276368e+18,1.748923e+19,True,FIR
Brest FIR,99351,323832970000.0,9.967402e+18,8.527323166876126e+18,40680100000.0,104648020000.0,88655640000000.0,8619015.176785491,5.137214e+18,-1.3019296e+19,1.8217879e+19,4.755997014861436e+18,-1.1710444e+19,1.651893e+19,True,FIR
Brindisi FIR,99357,107257460000.0,9.648913e+17,8.937446023226715e+17,5651477500.0,17357126000.0,14939950000000.0,1918960.8574643673,9.6662005e+17,-1.9875649e+18,2.9466447e+18,9.05559164930187e+17,-1.858063e+18,2.7573822e+18,True,FIR
Brisbane FIR,99360,658579260000.0,2.118464e+18,2.093954644553167e+18,10771839000.0,37911167000.0,35360596000000.0,6058769.636499997,2.0515976e+18,-3.9834987e+18,6.039215e+18,2.0264806282499594e+18,-3.966649e+18,5.9972433e+18,False,FIR
Brussels FIR,99360,186527500000.0,4.184062e+18,3.4661095581798267e+18,13737209000.0,35009397000.0,33479497000000.0,2719398.9743232015,2.2969779e+18,-3.6293282e+18,5.948959e+18,1.9252852575713915e+18,-3.00002e+18,4.94462e+18,True,FIR
Bucarest FIR,99360,297530720000.0,8.082399e+18,7.548168022106435e+18,25964847000.0,114460600000.0,116485000000000.0,12034317.771724775,1.1007463e+19,-1.1760541e+19,2.275257e+19,9.849882937620363e+18,-1.0109992e+19,1.9954588e+19,True,FIR
Budapest FIR,99360,204353260000.0,5.077696e+18,4.5400422593728466e+18,19667743000.0,64725234000.0,66500370000000.0,5581441.561909778,5.64931e+18,-6.8681835e+18,1.2530497e+19,4.837791752880409e+18,-5.918847e+18,1.0772494e+19,True,FIR
Bujumbura FIR,39251,349305860.0,8653972000000000.0,8600250620418189.0,25905884.0,76910420.0,81701170000.0,13221.03719712963,6960084000000000.0,-7376766300000000.0,1.4369891e+16,6926012639547296.0,-7370508600000000.0,1.4329319e+16,False,FIR
Cairo FIR,99360,265579380000.0,5.4057465e+17,5.333945748422909e+17,2590531300.0,4156003300.0,2656823700000.0,273143.7592369403,3.1194478e+17,-2.5547194e+17,5.7168612e+17,3.092185420160226e+17,-2.5219234e+17,5.656353e+17,False,FIR
Canarias FIR,99360,157777350000.0,6.295353e+17,6.234355303832381e+17,2950276000.0,8043159000.0,5144167000000.0,936149.1114103557,4.83609e+17,-7.7038595e+17,1.255476e+18,4.790625018615803e+17,-7.574389e+17,1.237978e+18,True,FIR
Cape Town FIR,96367,30490827000.0,1.16105e+17,1.1440646141687029e+17,782712450.0,2184440300.0,1700290000000.0,279013.8324678287,1.0624151e+17,-2.5663996e+17,3.635078e+17,1.0453144706354045e+17,-2.5557333e+17,3.6072413e+17,False,FIR
Casablanca FIR,99360,264474760000.0,1.2278381e+18,1.2038413886729398e+18,11129363000.0,34702500000.0,20665648000000.0,3406796.278888828,1.4332405e+18,-3.6696764e+18,5.100675e+18,1.405253120393402e+18,-3.494787e+18,4.898114e+18,False,FIR
Cayenne FIR,88544,7322719700.0,1.6817537e+17,1.6748907391162954e+17,323972450.0,1269117700.0,1294380800000.0,230594.42688548943,1.5740069e+17,-7.152774e+16,2.2945164e+17,1.5666964210132902e+17,-7.141921e+16,2.2860862e+17,False,FIR
Central America FIR,99360,162228960000.0,1.00754744e+18,9.9720984289556e+17,5356255000.0,18575060000.0,17714463000000.0,3250706.391888,9.739243e+17,-1.6171173e+18,2.594937e+18,9.640629253822212e+17,-1.613534e+18,2.5814458e+18,False,FIR
Chennai FIR,99360,690806400000.0,6.6585325e+18,6.54524070399585e+18,21155375000.0,72978880000.0,91685180000000.0,10756527.106939036,6.631989e+18,-6.927804e+18,1.3585275e+19,6.517540383097107e+18,-6.888285e+18,1.3431029e+19,False,FIR
Chicago FIR,99360,719765050000.0,7.4582727e+18,6.45075971510527e+18,37645984000.0,128393640000.0,141908150000000.0,11028499.415515527,8.843146e+18,-1.1294451e+19,2.0151194e+19,7.511045864810692e+18,-1.0248668e+19,1.7775458e+19,False,FIR
China,99360,8727124000000.0,3.1944914e+19,3.11074023913936e+19,189849420000.0,648518240000.0,631486300000000.0,87432502.62479793,3.3109673e+19,-6.1846223e+19,9.499954e+19,3.2303945800710267e+19,-5.9994065e+19,9.234319e+19,,RECT
Chisinau FIR,99306,9082293000.0,3.247123e+17,3.1805062425274746e+17,738408260.0,6760671700.0,6818416300000.0,1290708.648846785,7.485229e+17,-6.681115e+17,1.4114582e+18,7.180946467644818e+17,-6.0289184e+17,1.3163451e+18,True,FIR
Cleveland FIR,99360,591459840000.0,7.3776477e+18,6.352392035285019e+18,39927906000.0,123572440000.0,136128890000000.0,10371566.392676998,6.710614e+18,-1.1159414e+19,1.790645e+19,5.661048795413169e+18,-1.0017019e+19,1.5710292e+19,False,FIR
Colombo FIR,99360,95266500000.0,3.15146e+18,3.1216189886441646e+18,8454801000.0,33455157000.0,41054820000000.0,5993055.073328102,3.2903872e+18,-3.0782414e+18,6.376481e+18,3.258157771442299e+18,-3.0694835e+18,6.335436e+18,False,FIR
Comodoro Rivadavia FIR,98760,14952948000.0,1.11392794e+17,1.0945669147975179e+17,1261900300.0,5737724400.0,5833237000000.0,938143.0258261685,1.9425505e+17,-7.71618e+17,9.648539e+17,1.9092781175275584e+17,-7.6929296e+17,9.592099e+17,False,FIR
Continental Europe,99360,8687348000000.0,1.5810865e+20,1.3851358468624045e+20,672368000000.0,2161716400000.0,2090603500000000.0,212670841.3288065,1.4531599e+20,-2.3641569e+20,3.8209363e+20,1.2760056470059011e+20,-2.0607325e+20,3.340404e+20,,RECT
Copenhagen FIR,99360,128914770000.0,3.1251628e+18,2.911705866440454e+18,10035860000.0,35868740000.0,34665467000000.0,5683572.330623313,2.2776478e+18,-3.0712073e+18,5.3559927e+18,2.087972249953912e+18,-2.8077855e+18,4.90398e+18,True,FIR
Cordoba FIR,99360,49742360000.0,4.144127e+17,4.1125004719275014e+17,1446186000.0,2742227700.0,2105244000000.0,253569.29015253967,1.9362056e+17,-1.8764362e+17,3.852336e+17,1.925073300133066e+17,-1.8694967e+17,3.8339558e+17,False,FIR
Curacao FIR,98540,26347823000.0,3.771018e+17,3.729477338900965e+17,906693700.0,4293459700.0,3679575600000.0,845723.8300605168,3.6794995e+17,-4.7877615e+17,8.4735204e+17,3.638659653821889e+17,-4.7627662e+17,8.407667e+17,False,FIR
Curitiba FIR,99360,276246170000.0,1.3551952e+18,1.3445947595481595e+18,7533458400.0,25527906000.0,19488265000000.0,3269662.744037133,1.5223772e+18,-1.8038246e+18,3.3291296e+18,1.5085843221123958e+18,-1.7932484e+18,3.3047694e+18,False,FIR
Dakar FIR,99360,153781620000.0,3.5728793e+18,3.544021602305188e+18,7225937000.0,27477856000.0,26672892000000.0,4142320.7396746497,3.5998992e+18,-1.8115534e+18,5.4158413e+18,3.571266388235956e+18,-1.8051746e+18,5.380782e+18,False,FIR
Damascus FIR,99360,29253638000.0,9.057615e+16,8.978949838305696e+16,449382880.0,1406802300.0,1217352700000.0,266026.22198424675,1.1149464e+17,-1.2159192e+17,2.3276843e+17,1.0973455467632589e+17,-1.1931522e+17,2.2876126e+17,False,FIR
Dar-Es-Salaam FIR,99358,32979556000.0,3.6347446e+17,3.606348557081563e+17,1467860200.0,5390190600.0,5305667000000.0,960581.0103456225,3.6824747e+17,-4.194581e+17,7.885067e+17,3.6537538884984365e+17,-4.1876807e+17,7.849384e+17,False,FIR
Dashoguz FIR,95901,5797905400.0,1.1107748e+17,1.1058300330630688e+17,402132600.0,1872387700.0,1716833900000.0,340580.49202382826,1.4524933e+17,-1.7786894e+17,3.226878e+17,1.453631463978126e+17,-1.7253784e+17,3.1748804e+17,False,FIR
Delhi FIR,99360,306600500000.0,3.237681e+17,3.188079791521701e+17,2712458200.0,9018892000.0,8765317300000.0,1120960.4451585233,4.934237e+17,-8.5621774e+17,1.3489567e+18,4.859520333655946e+17,-8.431757e+17,1.3284852e+18,False,FIR
Denver FIR,99360,1036646600000.0,1.2561666e+19,1.0988497776041193e+19,66662404000.0,169527310000.0,169351060000000.0,13179621.8774147,1.0500543e+19,-1.7494596e+19,2.805326e+19,9.208164314199007e+18,-1.6265612e+19,2.5529609e+19,False,FIR
Dhaka FIR,99360,56144990000.0,1.3743457e+17,1.3588430588683099e+17,757780300.0,2504708400.0,2085193000000.0,321838.3510685517,1.336464e+17,-1.205514e+17,2.5477119e+17,1.3221609232283144e+17,-1.2001789e+17,2.5280083e+17,False,FIR
Dnipro FIR,99083,13148570000.0,5.995246e+17,5.826068867038234e+17,1255201300.0,13326766000.0,13164028000000.0,3346129.615829188,1.4286267e+18,-1.1008183e+18,2.516371e+18,1.376923088700547e+18,-1.0521651e+18,2.4170218e+18,True,FIR
Dushanbe FIR,98580,4108642800.0,4.781948e+16,4.752921037369352e+16,226049310.0,1622660900.0,1703140800000.0,294824.4611354823,1.32011884e+17,-7.933166e+16,2.1041361e+17,1.3066181027604294e+17,-7.815646e+16,2.0790064e+17,False,FIR
East Asia,99360,8126361000000.0,2.5134372e+19,2.409437055087558e+19,149370500000.0,520799160000.0,525755170000000.0,61378247.50955937,2.483495e+19,-4.911828e+19,7.40258e+19,2.3804674877778805e+19,-4.7747454e+19,7.162585e+19,,RECT
Edmonton FIR,99360,398582020000.0,7.592609e+18,7.507266458508109e+18,32107411000.0,124702770000.0,130565330000000.0,24379964.832823463,7.7030295e+18,-1.218298e+19,1.988786e+19,7.610290758356864e+18,-1.200697e+19,1.9619598e+19,False,FIR
Emirates FIR,99360,177959730000.0,1.2094056e+17,1.1910182847389782e+17,606509000.0,1206746900.0,753651800000.0,134424.08615681823,1.12295236e+17,-6.0337535e+16,1.7326778e+17,1.1091238437443226e+17,-5.9774353e+16,1.7131894e+17,False,FIR
Entebbe FIR,94353,5426708000.0,7.611369e+16,7.580842920375414e+16,314093540.0,1051714600.0,966474200000.0,169055.6173489903,8.1097134e+16,-6.3620556e+16,1.4475583e+17,8.077644075683178e+16,-6.3565207e+16,1.4438046e+17,False,FIR
European Airspace,99360,12966068000000.0,2.5471995e+20,2.3044921243225856e+20,986170500000.0,3446090200000.0,3377313200000000.0,406075727.46558136,2.4969416e+20,-3.6244576e+20,6.124649e+20,2.2601039956815784e+20,-3.2223157e+20,5.4860335e+20,,RECT
Ezeiza FIR,99360,70995034000.0,3.929879e+17,3.8840578286538835e+17,2752229000.0,9455484000.0,8562835000000.0,1290713.7135426174,4.3858928e+17,-1.06357615e+18,1.5036786e+18,4.33065409706696e+17,-1.0567803e+18,1.4913449e+18,False,FIR
Fort Worth FIR,99360,717177200000.0,3.831273e+18,3.555474217186794e+18,23876194000.0,50835270000.0,40480155000000.0,3923853.6663279966,2.7396792e+18,-4.2065748e+18,6.9735475e+18,2.587180793670881e+18,-4.0780914e+18,6.691247e+18,False,FIR
Fukuoka FIR,99360,1808990900000.0,9.1822783e+18,8.959253526343436e+18,54085997000.0,192371900000.0,176026270000000.0,23889586.257060073,9.743273e+18,-1.4407432e+19,2.4172143e+19,9.49466565773804e+18,-1.4177185e+19,2.369387e+19,False,FIR
Gaborone FIR,99095,20762810000.0,9.446733e+16,9.369746926469262e+16,385597300.0,1149853200.0,1030150900000.0,158441.917772506,7.6056234e+16,-8.941912e+16,1.6587035e+17,7.553493823790406e+16,-8.931958e+16,1.6524388e+17,False,FIR
Gander FIR,99360,960919040000.0,3.4499108e+19,3.286016240176174e+19,89296900000.0,333807100000.0,396175670000000.0,46716196.69100145,3.285082e+19,-2.5850959e+19,5.8770656e+19,3.1171966340363997e+19,-2.467391e+19,5.5915967e+19,False,FIR
Georgetown FIR,98531,15887004000.0,3.0576872e+17,3.033309081727197e+17,725994900.0,2306025000.0,2589802400000.0,321596.26125025534,2.7450945e+17,-1.6500383e+17,4.4096962e+17,2.7243425993495632e+17,-1.6438027e+17,4.382577e+17,False,FIR
Global,100740,60854010000000.0,8.29483e+20,7.716292165828328e+20,3227577500000.0,11486439000000.0,1.1276899e+16,1539506592.208714,8.298887e+20,-1.0386758e+21,1.8698356e+21,7.717040480494686e+20,-9.690562e+20,1.7495843e+21,,RECT
Guangzhou FIR,99360,1101725600000.0,7.518361e+17,7.386723647098028e+17,3130133500.0,8720480000.0,7559808300000.0,1053510.223141517,6.386068e+17,-4.6701385e+17,1.10971736e+18,6.301929171697349e+17,-4.645856e+17,1.0987868e+18,False,FIR
Guayaquil FIR/UIR,99360,53684400000.0,3.6897205e+17,3.668719130505239e+17,1298961900.0,4833924000.0,4977950500000.0,804224.1361745617,3.8812255e+17,-3.030893e+17,6.922296e+17,3.859010756341999e+17,-3.023792e+17,6.8928604e+17,False,FIR
Habana FIR/UIR,99360,131495950000.0,6.1141794e+17,5.990969768401302e+17,3687340000.0,11884132000.0,9211493000000.0,1592106.9957353447,5.6531095e+17,-1.2550117e+18,1.8219044e+18,5.547217005125756e+17,-1.2443875e+18,1.8006856e+18,False,FIR
Hanoi FIR,99360,158198610000.0,2.0930475e+17,2.044126203062595e+17,934736060.0,3815443000.0,3794908200000.0,560991.6629054009,2.1374893e+17,-2.8988902e+17,5.0382928e+17,2.0950718207431178e+17,-2.8663444e+17,4.9633786e+17,False,FIR
Harare FIR,98887,15299656000.0,7.485976e+16,7.431037716773726e+16,351762660.0,1204906600.0,1132589700000.0,201438.91405957672,6.8670583e+16,-7.258437e+16,1.415445e+17,6.814681128798262e+16,-7.249206e+16,1.40926604e+17,False,FIR
Helsinki FIR,99360,67732713000.0,1.7221219e+18,1.6853150200233224e+18,4521180700.0,26723584000.0,27389883000000.0,7271492.224048538,2.389859e+18,-1.3488119e+18,3.7340283e+18,2.301384437763207e+18,-1.2918065e+18,3.5895286e+18,True,FIR
Ho Chi Minh FIR,99360,435112200000.0,5.0409656e+18,4.872724894710077e+18,14020088000.0,57727710000.0,65938350000000.0,7474939.556256999,4.90569e+18,-6.113231e+18,1.1029643e+19,4.744655854870941e+18,-6.035595e+18,1.0790923e+19,False,FIR
Hong Kong FIR,99360,344501030000.0,7.68555e+17,7.288184404144634e+17,3884945700.0,15903213000.0,15062418000000.0,1893142.5646281443,7.986627e+17,-1.4248486e+18,2.2241134e+18,7.545288182434089e+17,-1.3952903e+18,2.150525e+18,False,FIR
Honiara FIR,83206,4488630300.0,4.317204e+16,4.282693240859361e+16,430024400.0,1828916100.0,1716322400000.0,317411.87421693123,3.9848286e+16,-1.4518331e+17,1.8525003e+17,3.951740516182846e+16,-1.4515247e+17,1.8488539e+17,False,FIR
Houston FIR,99360,717821440000.0,4.5048083e+18,4.28313952555874e+18,23130216000.0,51118850000.0,36243736000000.0,4902031.776407687,3.0281386e+18,-3.7531546e+18,6.806584e+18,2.927726997430263e+18,-3.6808397e+18,6.632846e+18,False,FIR
Incheon FIR,99360,424733200000.0,8.979144e+17,8.648197122987162e+17,7459378000.0,23745774000.0,23504745000000.0,2599613.1795234187,8.833041e+17,-2.1393567e+18,3.0248346e+18,8.484410034330724e+17,-2.0847072e+18,2.9356466e+18,False,FIR
India,99360,2485914700000.0,1.2155584e+19,1.1977156762406484e+19,48908034000.0,159229400000.0,176012710000000.0,22657187.406588886,1.2196997e+19,-1.2888015e+19,2.513233e+19,1.2018051220077808e+19,-1.2800174e+19,2.4865068e+19,,RECT
Indianapolis FIR,99360,690682700000.0,7.2355067e+18,6.145738850302242e+18,46345790000.0,130856080000.0,124377660000000.0,10137261.494798342,6.190844e+18,-1.0755886e+19,1.6972472e+19,5.349912860891133e+18,-9.785066e+18,1.5156758e+19,False,FIR
Irkutsk FIR,99360,89587110000.0,1.7318885e+18,1.737973675210843e+18,13721492000.0,68011270000.0,60560740000000.0,14705198.375139013,3.2104923e+18,-7.6015204e+18,1.0793034e+19,3.258838839715597e+18,-7.346258e+18,1.0585875e+19,False,FIR
Isla De Pascua FIR,86008,6813782000.0,2.8521816e+17,2.834472222272525e+17,641669950.0,2856938200.0,2905517900000.0,564550.9710667989,2.7806017e+17,-1.8772292e+17,4.6605886e+17,2.764479137393762e+17,-1.8753937e+17,4.642597e+17,False,FIR
Istanbul FIR,99360,359359680000.0,2.6814505e+18,2.540785691900796e+18,10627227000.0,33055234000.0,31446390000000.0,3536264.4173913104,2.3949485e+18,-3.6079534e+18,6.0103533e+18,2.252542459907349e+18,-3.3038703e+18,5.5638664e+18,True,FIR
Jacksonville FIR,99360,930459000000.0,8.630582e+18,7.749483927320429e+18,47998200000.0,119565020000.0,90831880000000.0,8877103.482236085,5.9700095e+18,-9.918137e+18,1.5932939e+19,5.418794246981518e+18,-9.409699e+18,1.4869004e+19,False,FIR
